t,r,phi,p,l,x,y,U
2.080000E+01,2.100001E+01,-5.417385E-04,1.000000E+00,1.000000E+00,2.100000E+01,-1.137651E-02,-4.410956E+02
2.090000E+01,2.100001E+01,-5.417385E-04,1.000000E+00,1.000000E+00,2.100000E+01,-1.137651E-02,-4.410956E+02
2.100000E+01,2.200001E+01,-5.688255E-04,1.000000E+00,1.000000E+00,2.200001E+01,-1.251417E-02,-4.840914E+02
2.110000E+01,2.200001E+01,-5.688255E-04,1.000000E+00,1.000000E+00,2.200001E+01,-1.251417E-02,-4.840914E+02
2.120000E+01,2.200001E+01,-5.688255E-04,1.000000E+00,1.000000E+00,2.200001E+01,-1.251417E-02,-4.840914E+02
2.130000E+01,2.200001E+01,-5.688255E-04,1.000000E+00,1.000000E+00,2.200001E+01,-1.251417E-02,-4.840914E+02
2.140000E+01,2.200001E+01,-5.688255E-04,1.000000E+00,1.000000E+00,2.200001E+01,-1.251417E-02,-4.840914E+02
2.150000E+01,2.200001E+01,-5.688255E-04,1.000000E+00,1.000000E+00,2.200001E+01,-1.251417E-02,-4.840914E+02
2.160000E+01,2.200001E+01,-5.688255E-04,1.000000E+00,1.000000E+00,2.200001E+01,-1.251417E-02,-4.840914E+02
2.170000E+01,2.200001E+01,-5.688255E-04,1.000000E+00,1.000000E+00,2.200001E+01,-1.251417E-02,-4.840914E+02
2.180000E+01,2.200001E+01,-5.688255E-04,1.000000E+00,1.000000E+00,2.200001E+01,-1.251417E-02,-4.840914E+02
2.190000E+01,2.200001E+01,-5.688255E-04,1.000000E+00,1.000000E+00,2.200001E+01,-1.251417E-02,-4.840914E+02
2.200000E+01,2.300002E+01,-5.959124E-04,1.000000E+00,1.000000E+00,2.300001E+01,-1.370599E-02,-5.290876E+02
2.210000E+01,2.300002E+01,-5.959124E-04,1.000000E+00,1.000000E+00,2.300001E+01,-1.370599E-02,-5.290876E+02
2.220000E+01,2.300002E+01,-5.959124E-04,1.000000E+00,1.000000E+00,2.300001E+01,-1.370599E-02,-5.290876E+02
2.230000E+01,2.300002E+01,-5.959124E-04,1.000000E+00,1.000000E+00,2.300001E+01,-1.370599E-02,-5.290876E+02
2.240000E+01,2.300002E+01,-5.959124E-04,1.000000E+00,1.000000E+00,2.300001E+01,-1.370599E-02,-5.290876E+02
2.250000E+01,2.300002E+01,-5.959124E-04,1.000000E+00,1.000000E+00,2.300001E+01,-1.370599E-02,-5.290876E+02
2.260000E+01,2.300002E+01,-5.959124E-04,1.000000E+00,1.000000E+00,2.300001E+01,-1.370599E-02,-5.290876E+02
2.270000E+01,2.300002E+01,-5.959124E-04,1.000000E+00,1.000000E+00,2.300001E+01,-1.370599E-02,-5.290876E+02
2.280000E+01,2.300002E+01,-5.959124E-04,1.000000E+00,1.000000E+00,2.300001E+01,-1.370599E-02,-5.290876E+02
2.290000E+01,2.300002E+01,-5.959124E-04,1.000000E+00,1.000000E+00,2.300001E+01,-1.370599E-02,-5.290876E+02
2.300000E+01,2.400002E+01,-6.229993E-04,1.000000E+00,1.000000E+00,2.400002E+01,-1.495199E-02,-5.760843E+02
2.310000E+01,2.400002E+01,-6.229993E-04,1.000000E+00,1.000000E+00,2.400002E+01,-1.495199E-02,-5.760843E+02
2.320000E+01,2.400002E+01,-6.229993E-04,1.000000E+00,1.000000E+00,2.400002E+01,-1.495199E-02,-5.760843E+02
2.330000E+01,2.400002E+01,-6.229993E-04,1.000000E+00,1.000000E+00,2.400002E+01,-1.495199E-02,-5.760843E+02
2.340000E+01,2.400002E+01,-6.229993E-04,1.000000E+00,1.000000E+00,2.400002E+01,-1.495199E-02,-5.760843E+02
2.350000E+01,2.400002E+01,-6.229993E-04,1.000000E+00,1.000000E+00,2.400002E+01,-1.495199E-02,-5.760843E+02
2.360000E+01,2.400002E+01,-6.229993E-04,1.000000E+00,1.000000E+00,2.400002E+01,-1.495199E-02,-5.760843E+02
2.370000E+01,2.400002E+01,-6.229993E-04,1.000000E+00,1.000000E+00,2.400002E+01,-1.495199E-02,-5.760843E+02
2.380000E+01,2.400002E+01,-6.229993E-04,1.000000E+00,1.000000E+00,2.400002E+01,-1.495199E-02,-5.760843E+02
2.390000E+01,2.400002E+01,-6.229993E-04,1.000000E+00,1.000000E+00,2.400002E+01,-1.495199E-02,-5.760843E+02
2.400000E+01,2.500002E+01,-6.500863E-04,1.000000E+00,1.000000E+00,2.500002E+01,-1.625217E-02,-6.250812E+02
2.410000E+01,2.500002E+01,-6.500863E-04,1.000000E+00,1.000000E+00,2.500002E+01,-1.625217E-02,-6.250812E+02
2.420000E+01,2.500002E+01,-6.500863E-04,1.000000E+00,1.000000E+00,2.500002E+01,-1.625217E-02,-6.250812E+02
2.430000E+01,2.500002E+01,-6.500863E-04,1.000000E+00,1.000000E+00,2.500002E+01,-1.625217E-02,-6.250812E+02
2.440000E+01,2.500002E+01,-6.500863E-04,1.000000E+00,1.000000E+00,2.500002E+01,-1.625217E-02,-6.250812E+02
2.450000E+01,2.500002E+01,-6.500863E-04,1.000000E+00,1.000000E+00,2.500002E+01,-1.625217E-02,-6.250812E+02
2.460000E+01,2.500002E+01,-6.500863E-04,1.000000E+00,1.000000E+00,2.500002E+01,-1.625217E-02,-6.250812E+02
2.470000E+01,2.500002E+01,-6.500863E-04,1.000000E+00,1.000000E+00,2.500002E+01,-1.625217E-02,-6.250812E+02
2.480000E+01,2.500002E+01,-6.500863E-04,1.000000E+00,1.000000E+00,2.500002E+01,-1.625217E-02,-6.250812E+02
2.490000E+01,2.500002E+01,-6.500863E-04,1.000000E+00,1.000000E+00,2.500002E+01,-1.625217E-02,-6.250812E+02
2.500000E+01,2.600003E+01,-6.771732E-04,1.000000E+00,1.000000E+00,2.600002E+01,-1.760652E-02,-6.760783E+02
2.510000E+01,2.600003E+01,-6.771732E-04,1.000000E+00,1.000000E+00,2.600002E+01,-1.760652E-02,-6.760783E+02
2.520000E+01,2.600003E+01,-6.771732E-04,1.000000E+00,1.000000E+00,2.600002E+01,-1.760652E-02,-6.760783E+02
2.530000E+01,2.600003E+01,-6.771732E-04,1.000000E+00,1.000000E+00,2.600002E+01,-1.760652E-02,-6.760783E+02
2.540000E+01,2.600003E+01,-6.771732E-04,1.000000E+00,1.000000E+00,2.600002E+01,-1.760652E-02,-6.760783E+02
2.550000E+01,2.600003E+01,-6.771732E-04,1.000000E+00,1.000000E+00,2.600002E+01,-1.760652E-02,-6.760783E+02
2.560000E+01,2.600003E+01,-6.771732E-04,1.000000E+00,1.000000E+00,2.600002E+01,-1.760652E-02,-6.760783E+02
2.570000E+01,2.600003E+01,-6.771732E-04,1.000000E+00,1.000000E+00,2.600002E+01,-1.760652E-02,-6.760783E+02
2.580000E+01,2.600003E+01,-6.771732E-04,1.000000E+00,1.000000E+00,2.600002E+01,-1.760652E-02,-6.760783E+02
2.590000E+01,2.600003E+01,-6.771732E-04,1.000000E+00,1.000000E+00,2.600002E+01,-1.760652E-02,-6.760783E+02
2.600000E+01,2.700003E+01,-7.042601E-04,1.000000E+00,1.000000E+00,2.700002E+01,-1.901504E-02,-7.290757E+02
2.610000E+01,2.700003E+01,-7.042601E-04,1.000000E+00,1.000000E+00,2.700002E+01,-1.901504E-02,-7.290757E+02
2.620000E+01,2.700003E+01,-7.042601E-04,1.000000E+00,1.000000E+00,2.700002E+01,-1.901504E-02,-7.290757E+02
2.630000E+01,2.700003E+01,-7.042601E-04,1.000000E+00,1.000000E+00,2.700002E+01,-1.901504E-02,-7.290757E+02
2.640000E+01,2.700003E+01,-7.042601E-04,1.000000E+00,1.000000E+00,2.700002E+01,-1.901504E-02,-7.290757E+02
2.650000E+01,2.700003E+01,-7.042601E-04,1.000000E+00,1.000000E+00,2.700002E+01,-1.901504E-02,-7.290757E+02
2.660000E+01,2.700003E+01,-7.042601E-04,1.000000E+00,1.000000E+00,2.700002E+01,-1.901504E-02,-7.290757E+02
2.670000E+01,2.700003E+01,-7.042601E-04,1.000000E+00,1.000000E+00,2.700002E+01,-1.901504E-02,-7.290757E+02
2.680000E+01,2.700003E+01,-7.042601E-04,1.000000E+00,1.000000E+00,2.700002E+01,-1.901504E-02,-7.290757E+02
2.690000E+01,2.700003E+01,-7.042601E-04,1.000000E+00,1.000000E+00,2.700002E+01,-1.901504E-02,-7.290757E+02
2.700000E+01,2.800003E+01,-7.313471E-04,1.000000E+00,1.000000E+00,2.800003E+01,-2.047774E-02,-7.840734E+02
2.710000E+01,2.800003E+01,-7.313471E-04,1.000000E+00,1.000000E+00,2.800003E+01,-2.047774E-02,-7.840734E+02
2.720000E+01,2.800003E+01,-7.313471E-04,1.000000E+00,1.000000E+00,2.800003E+01,-2.047774E-02,-7.840734E+02
2.730000E+01,2.800003E+01,-7.313471E-04,1.000000E+00,1.000000E+00,2.800003E+01,-2.047774E-02,-7.840734E+02
2.740000E+01,2.800003E+01,-7.313471E-04,1.000000E+00,1.000000E+00,2.800003E+01,-2.047774E-02,-7.840734E+02
2.750000E+01,2.800003E+01,-7.313471E-04,1.000000E+00,1.000000E+00,2.800003E+01,-2.047774E-02,-7.840734E+02
2.760000E+01,2.800003E+01,-7.313471E-04,1.000000E+00,1.000000E+00,2.800003E+01,-2.047774E-02,-7.840734E+02
2.770000E+01,2.800003E+01,-7.313471E-04,1.000000E+00,1.000000E+00,2.800003E+01,-2.047774E-02,-7.840734E+02
2.780000E+01,2.800003E+01,-7.313471E-04,1.000000E+00,1.000000E+00,2.800003E+01,-2.047774E-02,-7.840734E+02
2.790000E+01,2.800003E+01,-7.313471E-04,1.000000E+00,1.000000E+00,2.800003E+01,-2.047774E-02,-7.840734E+02
2.800000E+01,2.900004E+01,-7.584340E-04,1.000000E+00,1.000000E+00,2.900003E+01,-2.199461E-02,-8.410712E+02
2.810000E+01,2.900004E+01,-7.584340E-04,1.000000E+00,1.000000E+00,2.900003E+01,-2.199461E-02,-8.410712E+02
2.820000E+01,2.900004E+01,-7.584340E-04,1.000000E+00,1.000000E+00,2.900003E+01,-2.199461E-02,-8.410712E+02
2.830000E+01,2.900004E+01,-7.584340E-04,1.000000E+00,1.000000E+00,2.900003E+01,-2.199461E-02,-8.410712E+02
2.840000E+01,2.900004E+01,-7.584340E-04,1.000000E+00,1.000000E+00,2.900003E+01,-2.199461E-02,-8.410712E+02
2.850000E+01,2.900004E+01,-7.584340E-04,1.000000E+00,1.000000E+00,2.900003E+01,-2.199461E-02,-8.410712E+02
2.860000E+01,2.900004E+01,-7.584340E-04,1.000000E+00,1.000000E+00,2.900003E+01,-2.199461E-02,-8.410712E+02
2.870000E+01,2.900004E+01,-7.584340E-04,1.000000E+00,1.000000E+00,2.900003E+01,-2.199461E-02,-8.410712E+02
2.880000E+01,2.900004E+01,-7.584340E-04,1.000000E+00,1.000000E+00,2.900003E+01,-2.199461E-02,-8.410712E+02
2.890000E+01,2.900004E+01,-7.584340E-04,1.000000E+00,1.000000E+00,2.900003E+01,-2.199461E-02,-8.410712E+02
2.900000E+01,3.000004E+01,-7.855209E-04,1.000000E+00,1.000000E+00,3.000003E+01,-2.356566E-02,-9.000692E+02
2.910000E+01,3.000004E+01,-7.855209E-04,1.000000E+00,1.000000E+00,3.000003E+01,-2.356566E-02,-9.000692E+02
2.920000E+01,3.000004E+01,-7.855209E-04,1.000000E+00,1.000000E+00,3.000003E+01,-2.356566E-02,-9.000692E+02
2.930000E+01,3.000004E+01,-7.855209E-04,1.000000E+00,1.000000E+00,3.000003E+01,-2.356566E-02,-9.000692E+02
2.940000E+01,3.000004E+01,-7.855209E-04,1.000000E+00,1.000000E+00,3.000003E+01,-2.356566E-02,-9.000692E+02
2.950000E+01,3.000004E+01,-7.855209E-04,1.000000E+00,1.000000E+00,3.000003E+01,-2.356566E-02,-9.000692E+02
2.960000E+01,3.000004E+01,-7.855209E-04,1.000000E+00,1.000000E+00,3.000003E+01,-2.356566E-02,-9.000692E+02
2.970000E+01,3.000004E+01,-7.855209E-04,1.000000E+00,1.000000E+00,3.000003E+01,-2.356566E-02,-9.000692E+02
2.980000E+01,3.000004E+01,-7.855209E-04,1.000000E+00,1.000000E+00,3.000003E+01,-2.356566E-02,-9.000692E+02
2.990000E+01,3.000004E+01,-7.855209E-04,1.000000E+00,1.000000E+00,3.000003E+01,-2.356566E-02,-9.000692E+02
3.000000E+01,3.100005E+01,-8.126079E-04,1.000000E+00,1.000000E+00,3.100004E+01,-2.519088E-02,-9.610674E+02
3.010000E+01,3.100005E+01,-8.126079E-04,1.000000E+00,1.000000E+00,3.100004E+01,-2.519088E-02,-9.610674E+02
3.020000E+01,3.100005E+01,-8.126079E-04,1.000000E+00,1.000000E+00,3.100004E+01,-2.519088E-02,-9.610674E+02
3.030000E+01,3.100005E+01,-8.126079E-04,1.000000E+00,1.000000E+00,3.100004E+01,-2.519088E-02,-9.610674E+02
3.040000E+01,3.100005E+01,-8.126079E-04,1.000000E+00,1.000000E+00,3.100004E+01,-2.519088E-02,-9.610674E+02
3.050000E+01,3.100005E+01,-8.126079E-04,1.000000E+00,1.000000E+00,3.100004E+01,-2.519088E-02,-9.610674E+02
3.060000E+01,3.100005E+01,-8.126079E-04,1.000000E+00,1.000000E+00,3.100004E+01,-2.519088E-02,-9.610674E+02
3.070000E+01,3.100005E+01,-8.126079E-04,1.000000E+00,1.000000E+00,3.100004E+01,-2.519088E-02,-9.610674E+02
3.080000E+01,3.100005E+01,-8.126079E-04,1.000000E+00,1.000000E+00,3.100004E+01,-2.519088E-02,-9.610674E+02
3.090000E+01,3.100005E+01,-8.126079E-04,1.000000E+00,1.000000E+00,3.100004E+01,-2.519088E-02,-9.610674E+02
3.100000E+01,3.200005E+01,-8.396948E-04,1.000000E+00,1.000000E+00,3.200004E+01,-2.687027E-02,-1.024066E+03
3.110000E+01,3.200005E+01,-8.396948E-04,1.000000E+00,1.000000E+00,3.200004E+01,-2.687027E-02,-1.024066E+03
3.120000E+01,3.200005E+01,-8.396948E-04,1.000000E+00,1.000000E+00,3.200004E+01,-2.687027E-02,-1.024066E+03
3.130000E+01,3.200005E+01,-8.396948E-04,1.000000E+00,1.000000E+00,3.200004E+01,-2.687027E-02,-1.024066E+03
3.140000E+01,3.200005E+01,-8.396948E-04,1.000000E+00,1.000000E+00,3.200004E+01,-2.687027E-02,-1.024066E+03
3.150000E+01,3.200005E+01,-8.396948E-04,1.000000E+00,1.000000E+00,3.200004E+01,-2.687027E-02,-1.024066E+03
3.160000E+01,3.200005E+01,-8.396948E-04,1.000000E+00,1.000000E+00,3.200004E+01,-2.687027E-02,-1.024066E+03
3.170000E+01,3.200005E+01,-8.396948E-04,1.000000E+00,1.000000E+00,3.200004E+01,-2.687027E-02,-1.024066E+03
3.180000E+01,3.200005E+01,-8.396948E-04,1.000000E+00,1.000000E+00,3.200004E+01,-2.687027E-02,-1.024066E+03
3.190000E+01,3.200005E+01,-8.396948E-04,1.000000E+00,1.000000E+00,3.200004E+01,-2.687027E-02,-1.024066E+03
3.200000E+01,3.300005E+01,-8.667817E-04,1.000000E+00,1.000000E+00,3.300004E+01,-2.860384E-02,-1.089064E+03
3.210000E+01,3.300005E+01,-8.667817E-04,1.000000E+00,1.000000E+00,3.300004E+01,-2.860384E-02,-1.089064E+03
3.220000E+01,3.300005E+01,-8.667817E-04,1.000000E+00,1.000000E+00,3.300004E+01,-2.860384E-02,-1.089064E+03
3.230000E+01,3.300005E+01,-8.667817E-04,1.000000E+00,1.000000E+00,3.300004E+01,-2.860384E-02,-1.089064E+03
3.240000E+01,3.300005E+01,-8.667817E-04,1.000000E+00,1.000000E+00,3.300004E+01,-2.860384E-02,-1.089064E+03
3.250000E+01,3.300005E+01,-8.667817E-04,1.000000E+00,1.000000E+00,3.300004E+01,-2.860384E-02,-1.089064E+03
3.260000E+01,3.300005E+01,-8.667817E-04,1.000000E+00,1.000000E+00,3.300004E+01,-2.860384E-02,-1.089064E+03
3.270000E+01,3.300005E+01,-8.667817E-04,1.000000E+00,1.000000E+00,3.300004E+01,-2.860384E-02,-1.089064E+03
3.280000E+01,3.300005E+01,-8.667817E-04,1.000000E+00,1.000000E+00,3.300004E+01,-2.860384E-02,-1.089064E+03
3.290000E+01,3.300005E+01,-8.667817E-04,1.000000E+00,1.000000E+00,3.300004E+01,-2.860384E-02,-1.089064E+03
3.300000E+01,3.400006E+01,-8.938687E-04,1.000000E+00,1.000000E+00,3.400004E+01,-3.039158E-02,-1.156063E+03
3.310000E+01,3.400006E+01,-8.938687E-04,1.000000E+00,1.000000E+00,3.400004E+01,-3.039158E-02,-1.156063E+03
3.320000E+01,3.400006E+01,-8.938687E-04,1.000000E+00,1.000000E+00,3.400004E+01,-3.039158E-02,-1.156063E+03
3.330000E+01,3.400006E+01,-8.938687E-04,1.000000E+00,1.000000E+00,3.400004E+01,-3.039158E-02,-1.156063E+03
3.340000E+01,3.400006E+01,-8.938687E-04,1.000000E+00,1.000000E+00,3.400004E+01,-3.039158E-02,-1.156063E+03
3.350000E+01,3.400006E+01,-8.938687E-04,1.000000E+00,1.000000E+00,3.400004E+01,-3.039158E-02,-1.156063E+03
3.360000E+01,3.400006E+01,-8.938687E-04,1.000000E+00,1.000000E+00,3.400004E+01,-3.039158E-02,-1.156063E+03
3.370000E+01,3.400006E+01,-8.938687E-04,1.000000E+00,1.000000E+00,3.400004E+01,-3.039158E-02,-1.156063E+03
3.380000E+01,3.400006E+01,-8.938687E-04,1.000000E+00,1.000000E+00,3.400004E+01,-3.039158E-02,-1.156063E+03
3.390000E+01,3.400006E+01,-8.938687E-04,1.000000E+00,1.000000E+00,3.400004E+01,-3.039158E-02,-1.156063E+03
3.400000E+01,3.500006E+01,-9.209556E-04,1.000000E+00,1.000000E+00,3.500005E+01,-3.223350E-02,-1.225061E+03
3.410000E+01,3.500006E+01,-9.209556E-04,1.000000E+00,1.000000E+00,3.500005E+01,-3.223350E-02,-1.225061E+03
3.420000E+01,3.500006E+01,-9.209556E-04,1.000000E+00,1.000000E+00,3.500005E+01,-3.223350E-02,-1.225061E+03
3.430000E+01,3.500006E+01,-9.209556E-04,1.000000E+00,1.000000E+00,3.500005E+01,-3.223350E-02,-1.225061E+03
3.440000E+01,3.500006E+01,-9.209556E-04,1.000000E+00,1.000000E+00,3.500005E+01,-3.223350E-02,-1.225061E+03
3.450000E+01,3.500006E+01,-9.209556E-04,1.000000E+00,1.000000E+00,3.500005E+01,-3.223350E-02,-1.225061E+03
3.460000E+01,3.500006E+01,-9.209556E-04,1.000000E+00,1.000000E+00,3.500005E+01,-3.223350E-02,-1.225061E+03
3.470000E+01,3.500006E+01,-9.209556E-04,1.000000E+00,1.000000E+00,3.500005E+01,-3.223350E-02,-1.225061E+03
3.480000E+01,3.500006E+01,-9.209556E-04,1.000000E+00,1.000000E+00,3.500005E+01,-3.223350E-02,-1.225061E+03
3.490000E+01,3.500006E+01,-9.209556E-04,1.000000E+00,1.000000E+00,3.500005E+01,-3.223350E-02,-1.225061E+03
3.500000E+01,3.600006E+01,-9.480426E-04,1.000000E+00,1.000000E+00,3.600005E+01,-3.412959E-02,-1.296060E+03
3.510000E+01,3.600006E+01,-9.480426E-04,1.000000E+00,1.000000E+00,3.600005E+01,-3.412959E-02,-1.296060E+03
3.520000E+01,3.600006E+01,-9.480426E-04,1.000000E+00,1.000000E+00,3.600005E+01,-3.412959E-02,-1.296060E+03
3.530000E+01,3.600006E+01,-9.480426E-04,1.000000E+00,1.000000E+00,3.600005E+01,-3.412959E-02,-1.296060E+03
3.540000E+01,3.600006E+01,-9.480426E-04,1.000000E+00,1.000000E+00,3.600005E+01,-3.412959E-02,-1.296060E+03
3.550000E+01,3.600006E+01,-9.480426E-04,1.000000E+00,1.000000E+00,3.600005E+01,-3.412959E-02,-1.296060E+03
3.560000E+01,3.600006E+01,-9.480426E-04,1.000000E+00,1.000000E+00,3.600005E+01,-3.412959E-02,-1.296060E+03
3.570000E+01,3.600006E+01,-9.480426E-04,1.000000E+00,1.000000E+00,3.600005E+01,-3.412959E-02,-1.296060E+03
3.580000E+01,3.600006E+01,-9.480426E-04,1.000000E+00,1.000000E+00,3.600005E+01,-3.412959E-02,-1.296060E+03
3.590000E+01,3.600006E+01,-9.480426E-04,1.000000E+00,1.000000E+00,3.600005E+01,-3.412959E-02,-1.296060E+03
3.600000E+01,3.700007E+01,-9.751295E-04,1.000000E+00,1.000000E+00,3.700005E+01,-3.607985E-02,-1.369059E+03
3.610000E+01,3.700007E+01,-9.751295E-04,1.000000E+00,1.000000E+00,3.700005E+01,-3.607985E-02,-1.369059E+03
3.620000E+01,3.700007E+01,-9.751295E-04,1.000000E+00,1.000000E+00,3.700005E+01,-3.607985E-02,-1.369059E+03
3.630000E+01,3.700007E+01,-9.751295E-04,1.000000E+00,1.000000E+00,3.700005E+01,-3.607985E-02,-1.369059E+03
3.640000E+01,3.700007E+01,-9.751295E-04,1.000000E+00,1.000000E+00,3.700005E+01,-3.607985E-02,-1.369059E+03
3.650000E+01,3.700007E+01,-9.751295E-04,1.000000E+00,1.000000E+00,3.700005E+01,-3.607985E-02,-1.369059E+03
3.660000E+01,3.700007E+01,-9.751295E-04,1.000000E+00,1.000000E+00,3.700005E+01,-3.607985E-02,-1.369059E+03
3.670000E+01,3.700007E+01,-9.751295E-04,1.000000E+00,1.000000E+00,3.700005E+01,-3.607985E-02,-1.369059E+03
3.680000E+01,3.700007E+01,-9.751295E-04,1.000000E+00,1.000000E+00,3.700005E+01,-3.607985E-02,-1.369059E+03
3.690000E+01,3.700007E+01,-9.751295E-04,1.000000E+00,1.000000E+00,3.700005E+01,-3.607985E-02,-1.369059E+03
3.700000E+01,3.800007E+01,-1.002216E-03,1.000000E+00,1.000000E+00,3.800005E+01,-3.808429E-02,-1.444058E+03
3.710000E+01,3.800007E+01,-1.002216E-03,1.000000E+00,1.000000E+00,3.800005E+01,-3.808429E-02,-1.444058E+03
3.720000E+01,3.800007E+01,-1.002216E-03,1.000000E+00,1.000000E+00,3.800005E+01,-3.808429E-02,-1.444058E+03
3.730000E+01,3.800007E+01,-1.002216E-03,1.000000E+00,1.000000E+00,3.800005E+01,-3.808429E-02,-1.444058E+03
3.740000E+01,3.800007E+01,-1.002216E-03,1.000000E+00,1.000000E+00,3.800005E+01,-3.808429E-02,-1.444058E+03
3.750000E+01,3.800007E+01,-1.002216E-03,1.000000E+00,1.000000E+00,3.800005E+01,-3.808429E-02,-1.444058E+03
3.760000E+01,3.800007E+01,-1.002216E-03,1.000000E+00,1.000000E+00,3.800005E+01,-3.808429E-02,-1.444058E+03
3.770000E+01,3.800007E+01,-1.002216E-03,1.000000E+00,1.000000E+00,3.800005E+01,-3.808429E-02,-1.444058E+03
3.780000E+01,3.800007E+01,-1.002216E-03,1.000000E+00,1.000000E+00,3.800005E+01,-3.808429E-02,-1.444058E+03
3.790000E+01,3.800007E+01,-1.002216E-03,1.000000E+00,1.000000E+00,3.800005E+01,-3.808429E-02,-1.444058E+03
3.800000E+01,3.900008E+01,-1.029303E-03,1.000000E+00,1.000000E+00,3.900006E+01,-4.014290E-02,-1.521057E+03
3.810000E+01,3.900008E+01,-1.029303E-03,1.000000E+00,1.000000E+00,3.900006E+01,-4.014290E-02,-1.521057E+03
3.820000E+01,3.900008E+01,-1.029303E-03,1.000000E+00,1.000000E+00,3.900006E+01,-4.014290E-02,-1.521057E+03
3.830000E+01,3.900008E+01,-1.029303E-03,1.000000E+00,1.000000E+00,3.900006E+01,-4.014290E-02,-1.521057E+03
3.840000E+01,3.900008E+01,-1.029303E-03,1.000000E+00,1.000000E+00,3.900006E+01,-4.014290E-02,-1.521057E+03
3.850000E+01,3.900008E+01,-1.029303E-03,1.000000E+00,1.000000E+00,3.900006E+01,-4.014290E-02,-1.521057E+03
3.860000E+01,3.900008E+01,-1.029303E-03,1.000000E+00,1.000000E+00,3.900006E+01,-4.014290E-02,-1.521057E+03
3.870000E+01,3.900008E+01,-1.029303E-03,1.000000E+00,1.000000E+00,3.900006E+01,-4.014290E-02,-1.521057E+03
3.880000E+01,3.900008E+01,-1.029303E-03,1.000000E+00,1.000000E+00,3.900006E+01,-4.014290E-02,-1.521057E+03
3.890000E+01,3.900008E+01,-1.029303E-03,1.000000E+00,1.000000E+00,3.900006E+01,-4.014290E-02,-1.521057E+03
3.900000E+01,4.000008E+01,-1.056390E-03,1.000000E+00,1.000000E+00,4.000006E+01,-4.225568E-02,-1.600056E+03
3.910000E+01,4.000008E+01,-1.056390E-03,1.000000E+00,1.000000E+00,4.000006E+01,-4.225568E-02,-1.600056E+03
3.920000E+01,4.000008E+01,-1.056390E-03,1.000000E+00,1.000000E+00,4.000006E+01,-4.225568E-02,-1.600056E+03
3.930000E+01,4.000008E+01,-1.056390E-03,1.000000E+00,1.000000E+00,4.000006E+01,-4.225568E-02,-1.600056E+03
3.940000E+01,4.000008E+01,-1.056390E-03,1.000000E+00,1.000000E+00,4.000006E+01,-4.225568E-02,-1.600056E+03
3.950000E+01,4.000008E+01,-1.056390E-03,1.000000E+00,1.000000E+00,4.000006E+01,-4.225568E-02,-1.600056E+03
3.960000E+01,4.000008E+01,-1.056390E-03,1.000000E+00,1.000000E+00,4.000006E+01,-4.225568E-02,-1.600056E+03
3.970000E+01,4.000008E+01,-1.056390E-03,1.000000E+00,1.000000E+00,4.000006E+01,-4.225568E-02,-1.600056E+03
3.980000E+01,4.000008E+01,-1.056390E-03,1.000000E+00,1.000000E+00,4.000006E+01,-4.225568E-02,-1.600056E+03
3.990000E+01,4.000008E+01,-1.056390E-03,1.000000E+00,1.000000E+00,4.000006E+01,-4.225568E-02,-1.600056E+03
4.000000E+01,4.100008E+01,-1.083477E-03,1.000000E+00,1.000000E+00,4.100006E+01,-4.442265E-02,-1.681056E+03
4.010000E+01,4.100008E+01,-1.083477E-03,1.000000E+00,1.000000E+00,4.100006E+01,-4.442265E-02,-1.681056E+03
4.020000E+01,4.100008E+01,-1.083477E-03,1.000000E+00,1.000000E+00,4.100006E+01,-4.442265E-02,-1.681056E+03
4.030000E+01,4.100008E+01,-1.083477E-03,1.000000E+00,1.000000E+00,4.100006E+01,-4.442265E-02,-1.681056E+03
4.040000E+01,4.100008E+01,-1.083477E-03,1.000000E+00,1.000000E+00,4.100006E+01,-4.442265E-02,-1.681056E+03
4.050000E+01,4.100008E+01,-1.083477E-03,1.000000E+00,1.000000E+00,4.100006E+01,-4.442265E-02,-1.681056E+03
4.060000E+01,4.100008E+01,-1.083477E-03,1.000000E+00,1.000000E+00,4.100006E+01,-4.442265E-02,-1.681056E+03
4.070000E+01,4.100008E+01,-1.083477E-03,1.000000E+00,1.000000E+00,4.100006E+01,-4.442265E-02,-1.681056E+03
4.080000E+01,4.100008E+01,-1.083477E-03,1.000000E+00,1.000000E+00,4.100006E+01,-4.442265E-02,-1.681056E+03
4.090000E+01,4.100008E+01,-1.083477E-03,1.000000E+00,1.000000E+00,4.100006E+01,-4.442265E-02,-1.681056E+03
4.100000E+01,4.200009E+01,-1.110564E-03,1.000000E+00,1.000000E+00,4.200006E+01,-4.664378E-02,-1.764055E+03
4.110000E+01,4.200009E+01,-1.110564E-03,1.000000E+00,1.000000E+00,4.200006E+01,-4.664378E-02,-1.764055E+03
4.120000E+01,4.200009E+01,-1.110564E-03,1.000000E+00,1.000000E+00,4.200006E+01,-4.664378E-02,-1.764055E+03
4.130000E+01,4.200009E+01,-1.110564E-03,1.000000E+00,1.000000E+00,4.200006E+01,-4.664378E-02,-1.764055E+03
4.140000E+01,4.200009E+01,-1.110564E-03,1.000000E+00,1.000000E+00,4.200006E+01,-4.664378E-02,-1.764055E+03
4.150000E+01,4.200009E+01,-1.110564E-03,1.000000E+00,1.000000E+00,4.200006E+01,-4.664378E-02,-1.764055E+03
